"","x_box","y_box","width","high","onpix","x_bar","y_bar","x2_bar","y2_bar","xy_bar","x2y_bar","xy2_bar","x_ege","x_egvy","y_ege","y_egvx","letter"
"3991",3,7,4,5,3,7,7,13,1,7,7,8,3,8,0,8,"H"
"3992",9,12,8,6,4,6,6,6,4,9,11,10,7,11,5,9,"H"
"3993",6,8,8,6,5,10,6,3,7,10,3,7,4,9,4,10,"H"
"3994",2,1,3,2,2,7,7,5,5,7,6,8,3,8,2,8,"H"
"3995",5,9,5,5,4,7,8,3,4,10,6,8,6,8,4,8,"H"
"3996",5,10,6,7,3,7,7,15,0,7,6,8,3,8,0,8,"H"
"3997",6,7,8,5,5,5,9,3,6,10,9,9,4,9,4,7,"H"
"3998",3,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8,"H"
"3999",7,11,10,8,7,4,9,4,6,10,9,9,3,8,4,7,"H"
"4000",4,9,5,7,4,7,8,13,1,7,5,8,3,8,0,8,"H"
"4001",2,0,2,0,0,7,8,11,1,7,5,8,3,8,0,8,"H"
"4002",5,8,8,6,6,5,8,3,6,10,8,8,4,8,4,6,"H"
"4003",3,7,5,5,4,7,7,5,6,7,6,9,6,8,3,7,"H"
"4004",3,3,4,4,2,7,8,14,1,7,5,8,3,8,0,8,"H"
"4005",2,3,3,2,2,7,7,5,5,7,6,8,3,8,2,8,"H"
"4006",3,4,5,6,5,8,11,4,2,8,7,6,4,11,8,4,"H"
"4007",3,7,3,5,3,8,6,12,2,7,8,8,3,9,0,8,"H"
"4008",4,7,7,5,5,5,9,3,5,10,9,8,3,8,3,5,"H"
"4009",5,8,7,6,6,7,7,5,5,7,6,8,9,7,5,10,"H"
"4010",4,5,7,4,4,6,7,3,7,11,9,9,5,8,5,6,"H"
"4011",5,11,6,8,3,7,5,15,2,7,9,8,3,8,0,8,"H"
"4012",4,8,6,6,6,7,7,5,6,7,6,8,3,8,3,7,"H"
"4013",8,13,8,7,4,11,7,4,5,9,4,5,6,9,4,8,"H"
"4014",8,11,12,8,7,9,7,3,6,10,4,7,3,8,3,8,"H"
"4015",7,9,6,4,3,11,7,4,5,8,3,5,5,9,4,8,"H"
"4016",3,7,4,5,5,7,8,6,6,7,5,8,3,8,3,7,"H"
"4017",1,0,1,0,0,7,7,10,1,7,6,8,2,8,0,8,"H"
"4018",3,3,5,1,2,9,6,3,5,10,4,8,3,8,2,9,"H"
"4019",1,0,2,1,0,7,7,11,1,7,6,8,3,8,0,8,"H"
"4020",5,10,8,8,7,8,6,7,7,7,7,5,3,8,4,6,"H"
"4021",4,9,4,7,4,7,7,13,1,7,6,8,3,8,0,8,"H"
"4022",3,6,4,4,3,7,8,7,5,8,5,7,3,7,5,11,"H"
"4023",2,2,3,3,2,8,7,6,6,7,6,8,6,8,3,7,"H"
"4024",6,11,8,8,8,7,8,7,6,8,6,7,7,8,5,9,"H"
"4025",4,4,5,5,2,7,10,15,2,7,2,8,3,8,0,8,"H"
"4026",3,4,5,3,3,5,9,3,5,10,8,8,3,9,3,7,"H"
"4027",7,9,10,7,7,9,7,3,7,10,4,7,5,8,5,9,"H"
"4028",5,11,7,8,7,6,6,6,5,6,5,8,6,6,7,10,"H"
"4029",2,0,2,0,0,7,8,11,1,7,5,8,3,8,0,8,"H"
"4030",6,7,9,5,6,9,7,3,6,10,4,7,5,7,4,9,"H"
"4031",2,1,3,2,2,8,8,6,5,7,6,8,3,8,3,8,"H"
"4032",7,11,9,8,6,7,7,6,7,7,6,6,6,8,4,7,"H"
"4033",8,11,11,8,6,10,6,4,7,11,1,7,6,8,5,10,"H"
"4034",4,9,6,6,7,7,8,6,7,7,5,8,3,8,3,8,"H"
"4035",5,7,7,5,5,7,7,2,6,10,6,8,3,8,3,7,"H"
"4036",5,9,6,6,3,7,10,15,2,7,3,8,3,8,0,8,"H"
"4037",11,14,10,8,5,8,7,4,5,9,6,7,7,10,5,9,"H"
"4038",4,5,5,4,4,7,7,6,6,7,6,8,3,8,3,7,"H"
"4039",4,7,5,5,4,6,7,6,4,6,5,8,3,7,6,10,"H"
"4040",3,6,5,4,6,9,7,4,4,6,6,8,7,8,6,7,"H"
"4041",6,11,9,9,8,10,6,3,6,10,3,7,6,8,5,10,"H"
"4042",4,8,4,5,2,7,8,15,1,7,5,8,3,8,0,8,"H"
"4043",6,10,7,6,5,8,7,3,5,10,7,7,7,11,5,8,"H"
"4044",5,9,7,7,7,7,7,5,7,7,6,7,6,8,4,7,"H"
"4045",4,7,5,5,4,6,6,6,4,6,5,8,2,7,6,9,"H"
"4046",3,7,4,5,4,7,7,7,6,7,7,8,3,8,3,7,"H"
"4047",5,7,8,5,6,9,7,3,7,10,3,7,5,8,4,9,"H"
"4048",3,3,5,2,2,5,9,3,5,10,9,8,3,9,3,6,"H"
"4049",9,15,8,8,5,6,8,4,6,9,8,9,6,8,6,10,"H"
"4050",4,8,4,5,2,7,9,15,1,7,4,8,3,8,0,8,"H"
"4051",4,8,4,6,4,7,7,12,1,7,6,8,3,8,0,8,"H"
"4052",6,11,6,8,6,7,9,14,2,7,4,8,3,8,0,8,"H"
"4053",8,14,7,8,4,8,8,4,6,8,5,6,6,8,5,8,"H"
"4054",3,6,5,4,4,6,7,5,5,7,5,8,3,7,6,12,"H"
"4055",9,15,9,8,7,4,10,3,5,10,8,10,5,8,4,6,"H"
"4056",3,7,5,5,6,9,8,4,3,6,7,8,7,8,7,7,"H"
"4057",4,4,6,6,4,9,8,3,1,7,6,8,4,9,9,7,"H"
"4058",5,10,8,8,5,8,8,3,7,10,6,7,3,8,3,8,"H"
"4059",4,2,5,4,4,7,8,6,6,7,6,8,3,8,3,8,"H"
"4060",4,7,6,5,4,4,9,4,5,10,10,9,3,8,3,5,"H"
"4061",1,0,1,0,0,7,7,10,2,7,6,8,2,8,0,8,"H"
"4062",3,8,4,6,3,7,7,12,1,7,6,8,3,8,0,8,"H"
"4063",8,12,7,6,4,7,8,5,4,9,10,9,7,11,5,9,"H"
"4064",5,11,8,8,7,8,7,3,6,10,5,8,3,9,4,8,"H"
"4065",5,6,7,4,4,8,8,3,6,10,5,7,3,8,3,8,"H"
"4066",7,9,10,7,7,6,8,3,7,10,9,9,8,9,6,6,"H"
"4067",3,6,5,4,4,5,9,3,6,10,8,8,3,8,3,6,"H"
"4068",5,9,8,7,8,7,7,6,6,7,6,8,3,8,3,8,"H"
"4069",1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8,"H"
"4070",9,11,12,8,8,7,7,3,6,10,7,9,3,8,4,8,"H"
"4071",1,1,2,1,1,7,7,11,1,7,6,8,3,8,0,8,"H"
"4072",6,8,9,6,5,5,8,4,7,10,10,10,5,10,4,6,"H"
"4073",3,2,5,3,3,8,7,6,6,7,6,7,3,8,3,7,"H"
"4074",3,4,5,2,2,7,6,3,5,10,6,9,3,7,3,8,"H"
"4075",4,7,4,5,4,7,8,12,1,7,4,8,3,8,0,8,"H"
"4076",1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8,"H"
"4077",4,7,5,5,4,8,6,13,1,7,7,8,3,8,0,8,"H"
"4078",5,5,6,7,3,7,7,15,0,7,6,8,3,8,0,8,"H"
"4079",4,5,4,8,3,7,8,15,1,7,5,8,3,8,0,8,"H"
"4080",3,5,4,4,4,9,7,6,6,7,6,6,3,8,3,7,"H"
"4081",3,4,4,6,4,11,5,2,2,8,5,9,3,8,5,11,"H"
"4082",4,7,6,5,4,6,8,3,6,10,8,9,3,8,3,7,"H"
"4083",7,10,10,8,6,10,6,3,6,10,3,7,5,7,5,9,"H"
"4084",7,9,7,4,4,7,8,3,5,11,7,8,6,9,4,8,"H"
"4085",3,4,5,3,3,8,7,3,6,10,4,8,3,7,3,8,"H"
"4086",3,5,4,3,3,7,7,6,6,7,6,8,3,8,4,8,"H"
"4087",4,6,5,4,3,10,6,4,6,10,3,7,3,8,3,10,"H"
"4088",5,5,5,7,3,7,7,15,1,7,7,8,3,8,0,8,"H"
"4089",4,4,6,3,3,7,7,3,6,10,7,8,5,9,4,8,"H"
"4090",5,7,8,5,5,7,7,3,6,10,7,8,3,9,3,7,"H"
"4091",2,6,4,4,5,7,9,5,2,7,6,7,5,6,6,6,"H"
"4092",3,2,4,3,3,6,7,6,6,7,6,8,6,8,3,8,"H"
"4093",5,9,6,5,4,8,7,3,5,10,4,8,5,7,4,7,"H"
"4094",5,5,5,7,3,7,8,15,1,7,5,8,3,8,0,8,"H"
"4095",6,11,8,8,9,6,7,6,7,7,7,10,6,8,4,9,"H"
"4096",4,7,6,5,4,7,7,3,6,10,5,9,3,8,3,9,"H"
"4097",3,8,5,6,4,8,8,7,7,7,5,7,3,8,3,7,"H"
"4098",5,7,8,5,5,9,7,3,6,10,4,7,5,8,4,9,"H"
"4099",5,12,3,7,2,10,5,5,4,13,3,9,2,8,4,10,"I"
"4100",2,6,2,4,1,9,5,0,6,13,5,9,0,8,1,8,"I"
"4101",2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8,"I"
"4102",1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,8,"I"
"4103",3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,"I"
"4104",1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4105",3,5,5,6,4,8,8,4,4,7,6,8,3,7,8,8,"I"
"4106",3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,"I"
"4107",2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4108",6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,"I"
"4109",3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,"I"
"4110",1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4111",4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,"I"
"4112",1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4113",3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,"I"
"4114",3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,"I"
"4115",0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4116",0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4117",6,10,8,7,5,7,6,2,8,7,6,8,0,9,4,8,"I"
"4118",1,3,2,1,0,7,7,1,7,13,6,8,0,8,0,7,"I"
"4119",0,3,0,1,0,7,7,1,7,7,6,8,0,8,2,8,"I"
"4120",1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4121",3,8,4,6,2,7,8,0,8,14,6,6,0,8,1,7,"I"
"4122",2,7,2,5,2,7,7,0,7,7,6,8,0,8,3,8,"I"
"4123",6,10,8,8,5,9,5,2,6,6,7,6,0,10,4,7,"I"
"4124",1,3,2,2,0,7,7,1,7,13,6,9,0,8,1,8,"I"
"4125",3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,"I"
"4126",5,11,6,8,4,9,6,0,8,13,5,9,0,8,1,9,"I"
"4127",1,4,2,3,1,7,7,1,8,13,6,8,0,8,1,8,"I"
"4128",1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4129",7,12,5,6,2,10,5,6,4,13,3,8,3,8,5,10,"I"
"4130",1,3,2,2,0,7,8,1,6,13,6,7,0,8,0,7,"I"
"4131",1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4132",1,4,2,3,0,7,8,0,7,13,6,8,0,8,0,8,"I"
"4133",0,3,0,2,0,9,7,2,6,7,6,7,0,8,1,7,"I"
"4134",3,10,5,7,2,7,7,0,9,14,6,8,0,8,1,8,"I"
"4135",1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8,"I"
"4136",1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,"I"
"4137",1,1,1,1,0,7,7,2,8,7,6,8,0,8,3,8,"I"
"4138",3,9,4,6,2,7,8,0,8,14,6,6,0,8,1,7,"I"
"4139",1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,"I"
"4140",3,8,6,6,5,8,8,4,5,9,6,4,5,10,4,6,"I"
"4141",2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4142",1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4143",1,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,"I"
"4144",3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8,"I"
"4145",0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4146",0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4147",2,8,4,6,4,10,6,1,4,8,5,5,3,8,5,7,"I"
"4148",2,8,3,6,1,7,7,0,8,14,6,9,0,8,1,8,"I"
"4149",7,12,5,6,2,10,5,6,4,13,3,9,3,8,4,9,"I"
"4150",1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4151",1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8,"I"
"4152",0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,"I"
"4153",2,11,2,8,4,7,7,0,6,7,6,8,0,9,3,8,"I"
"4154",1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4155",2,6,3,4,1,7,7,1,8,14,6,8,0,8,1,8,"I"
"4156",1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8,"I"
"4157",2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,"I"
"4158",3,9,5,7,3,7,7,0,7,13,6,8,0,8,1,8,"I"
"4159",1,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,"I"
"4160",1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"4161",1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,"I"
"4162",1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4163",0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4164",4,10,6,8,4,5,6,2,6,7,7,12,0,9,4,9,"I"
"4165",1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"4166",1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4167",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4168",1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4169",2,2,1,4,1,7,7,1,8,7,6,8,0,8,3,8,"I"
"4170",1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4171",1,4,1,3,0,8,7,0,7,13,6,8,0,8,0,8,"I"
"4172",1,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,"I"
"4173",1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,"I"
"4174",1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4175",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4176",0,1,1,2,0,7,7,2,6,7,6,8,0,8,2,8,"I"
"4177",1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,"I"
"4178",3,9,4,6,2,5,8,0,8,14,7,8,0,8,1,7,"I"
"4179",2,5,4,4,2,7,7,0,8,13,6,8,0,8,1,8,"I"
"4180",5,11,6,9,4,9,5,2,5,6,7,5,1,10,4,7,"I"
"4181",1,5,1,4,1,7,7,1,7,7,6,9,0,8,3,8,"I"
"4182",1,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8,"I"
"4183",2,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4184",1,1,1,3,0,7,7,1,8,7,6,8,0,8,3,8,"I"
"4185",0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4186",1,6,1,4,1,7,7,0,7,7,6,8,0,8,2,8,"I"
"4187",1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,"I"
"4188",1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"4189",4,7,6,8,5,8,8,5,6,7,7,7,4,8,9,9,"I"
"4190",1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7,"I"
"4191",8,13,7,7,4,9,7,3,6,12,4,5,3,8,6,11,"I"
"4192",7,15,6,8,4,9,7,3,6,13,3,5,3,8,6,10,"I"
"4193",3,5,4,6,4,7,8,5,5,6,8,7,3,10,8,8,"I"
"4194",3,10,4,7,2,7,8,0,8,13,6,7,0,8,1,7,"I"
"4195",1,5,0,8,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4196",4,10,7,8,8,10,8,1,6,9,5,5,3,8,7,6,"I"
"4197",1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4198",1,7,1,5,2,8,7,0,7,7,6,7,0,8,2,7,"I"
"4199",3,7,4,5,2,8,6,2,7,7,6,7,0,9,4,7,"I"
"4200",2,7,3,5,2,7,7,0,7,13,6,8,0,8,1,8,"I"
"4201",1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4202",1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4203",1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"4204",4,5,6,5,5,8,8,4,5,7,6,7,4,8,8,9,"I"
"4205",3,7,4,5,1,7,9,0,7,14,6,6,0,9,2,7,"I"
"4206",2,9,3,7,2,7,7,0,7,13,6,8,0,8,1,8,"I"
"4207",3,11,5,8,6,10,6,1,4,9,4,4,3,8,5,8,"I"
"4208",5,7,6,8,6,7,9,4,5,8,7,7,4,8,9,10,"I"
"4209",1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7,"I"
"4210",4,10,5,7,3,7,7,0,7,13,6,8,0,8,1,8,"I"
"4211",4,10,5,8,4,6,8,0,7,13,7,8,0,8,1,7,"I"
"4212",3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8,"I"
"4213",3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,8,"I"
"4214",4,5,6,5,4,8,9,4,6,7,7,8,3,8,8,8,"I"
"4215",2,6,4,4,2,7,7,0,8,13,6,8,0,8,1,7,"I"
"4216",1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4217",7,12,5,6,2,9,6,5,5,13,3,8,3,7,5,10,"I"
"4218",6,15,4,8,3,11,5,5,4,13,3,8,3,8,5,9,"I"
"4219",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4220",0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4221",2,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,"I"
"4222",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4223",0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4224",6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7,"I"
"4225",1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4226",3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,7,"I"
"4227",2,5,3,3,1,7,8,1,8,14,6,7,0,8,1,7,"I"
"4228",0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4229",2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,"I"
"4230",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4231",1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4232",3,7,5,5,5,9,7,2,4,8,5,5,3,9,5,6,"I"
"4233",2,10,3,7,2,9,7,0,7,13,5,8,0,8,1,8,"I"
"4234",0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4235",2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4236",1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4237",1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,"I"
"4238",2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7,"I"
"4239",3,10,4,8,3,7,9,0,7,13,6,7,0,9,2,7,"I"
"4240",6,9,8,7,4,6,7,2,7,7,6,11,0,8,4,8,"I"
"4241",4,10,6,8,4,7,7,0,8,13,6,8,0,8,1,8,"I"
"4242",0,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,"I"
"4243",1,3,1,1,1,7,7,2,7,7,6,8,0,8,2,8,"I"
"4244",4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8,"I"
"4245",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4246",1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,"I"
"4247",1,5,3,4,1,7,7,0,8,13,6,8,0,8,1,7,"I"
"4248",2,9,3,7,3,8,7,0,7,7,6,8,0,8,3,7,"I"
"4249",1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8,"I"
"4250",1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4251",1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4252",6,8,8,9,7,7,8,4,7,6,8,7,4,8,11,9,"I"
"4253",3,10,4,8,2,7,7,0,8,14,6,8,0,8,1,8,"I"
"4254",6,11,7,8,5,7,7,1,7,7,6,8,0,8,4,8,"I"
"4255",1,6,2,4,1,7,7,0,8,7,6,8,0,8,3,8,"I"
"4256",2,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4257",3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,"I"
"4258",1,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4259",2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8,"I"
"4260",1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8,"I"
"4261",2,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"4262",1,9,1,6,1,7,7,0,8,7,6,8,0,8,3,8,"I"
"4263",3,11,4,8,3,8,6,0,7,13,6,9,0,7,2,8,"I"
"4264",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4265",2,9,3,7,2,7,7,0,8,13,6,8,0,8,1,8,"I"
"4266",1,1,1,1,0,7,7,2,7,7,6,9,0,8,2,8,"I"
"4267",2,9,5,7,5,10,6,2,4,9,5,5,3,8,5,7,"I"
"4268",1,3,2,2,0,7,7,0,7,13,6,8,0,8,1,8,"I"
"4269",1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4270",1,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4271",4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8,"I"
"4272",2,5,4,4,1,7,7,0,8,14,6,9,0,8,1,8,"I"
"4273",0,3,1,1,0,7,7,1,6,13,6,8,0,8,0,7,"I"
"4274",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4275",4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5,"I"
"4276",4,10,6,8,4,6,9,0,7,13,7,7,0,8,1,7,"I"
"4277",2,11,0,8,2,7,7,5,3,7,6,8,0,8,0,8,"I"
"4278",1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4279",1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4280",7,14,6,8,4,8,8,2,6,13,4,5,2,8,6,9,"I"
"4281",1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,"I"
"4282",1,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,"I"
"4283",1,8,1,6,2,7,7,0,7,7,6,8,0,8,3,8,"I"
"4284",0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4285",2,10,2,8,2,8,7,0,9,7,6,7,0,8,3,7,"I"
"4286",3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,"I"
"4287",0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4288",5,10,6,8,4,7,8,1,7,7,6,8,0,8,4,8,"I"
"4289",3,10,4,8,2,6,9,0,8,13,7,7,0,8,1,7,"I"
"4290",1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,"I"
"4291",0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4292",5,8,7,6,3,9,4,3,6,6,7,4,1,10,4,7,"I"
"4293",0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4294",0,1,1,2,0,7,7,2,6,7,6,8,0,8,2,8,"I"
"4295",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4296",0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4297",2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,"I"
"4298",7,14,5,8,3,10,5,6,5,13,3,7,3,8,5,10,"I"
"4299",3,10,4,7,3,9,5,0,7,13,5,9,0,7,2,9,"I"
"4300",1,6,1,4,2,7,7,0,7,7,6,8,0,8,3,8,"I"
"4301",1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4302",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4303",1,4,0,2,0,7,7,1,7,7,6,8,0,8,2,8,"I"
"4304",1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,"I"
"4305",2,7,3,5,2,7,7,0,6,13,6,8,0,8,1,8,"I"
"4306",1,4,2,2,0,7,8,0,7,13,6,8,0,8,0,8,"I"
"4307",4,11,6,8,4,7,9,0,8,13,6,6,1,9,2,7,"I"
"4308",1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4309",1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"4310",2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4311",2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,"I"
"4312",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4313",1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4314",1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,"I"
"4315",2,8,2,6,3,7,7,0,7,7,6,8,0,8,3,8,"I"
"4316",1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4317",4,7,5,5,3,9,5,2,6,6,7,5,0,9,4,7,"I"
"4318",5,7,6,5,3,7,6,2,7,7,6,8,0,9,4,8,"I"
"4319",7,13,6,8,4,8,9,3,6,14,5,5,2,7,6,8,"I"
"4320",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4321",3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,7,"I"
"4322",3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,"I"
"4323",2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8,"I"
"4324",1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4325",1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4326",4,8,6,9,6,8,9,4,5,7,7,8,3,7,8,7,"I"
"4327",3,8,5,6,3,8,6,2,7,7,6,7,0,9,4,7,"I"
"4328",1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"4329",3,4,4,5,3,9,9,5,4,6,6,10,3,7,7,5,"I"
"4330",3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7,"I"
"4331",1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"4332",4,10,5,8,2,7,9,0,8,14,6,6,0,10,2,7,"I"
"4333",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4334",3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,8,"I"
"4335",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"4336",1,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8,"I"
"4337",4,7,5,5,3,8,4,2,6,7,7,7,1,10,4,7,"I"
